Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Food_Category,Super_Category
11-830,"Cake, chocolate, with filling and icing, retail","10 samples, 7 products, including celebration cakes, tray bakes and layer cakes",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,18.4,0.78,4.5,23.7,48.6,413,1730,12.0,,36.6,1.4,Tr,Tr,33.2,Tr,2.0,0.0,1.8,2.9,41.70,9.46,0.45,2.35,3.81,0.88,41.90,9.29,42.77,9.49,14.30,3.23,14.30,3.23,41.08,9.33,0.62,0.13,0.90,0.20,55.2,Unknown,Unknown
11-1053,"Cake, coconut, homemade",Recipe,AN,11-643 ,Updated 2014,,16.8,1.13,6.7,22.1,52.6,423,1773,31.3,,21.3,Tr,,0.1,20.7,0.0,0.5,,2.6,N,,10.44,,,,,,,,7.41,,,,2.73,,,,,,0.04,62.2,Unknown,Unknown
11-829,"Cake, fruit, retail","10 samples, 9 products, including Genoa, sultana and cherry slab, Manor House and country slices",AN,11-529 ,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,21.8,0.80,4.5,12.1,55.2,334,1408,15.6,,39.6,10.5,Tr,11.9,14.0,3.2,Tr,0.0,2.4,3.0,40.10,4.64,12.39,1.45,3.65,0.44,40.80,4.61,41.72,4.72,16.30,1.88,16.30,1.88,39.38,4.54,0.72,0.10,0.90,0.11,43.1,Unknown,Unknown
11-1005,"Cake, fruit, rich, homemade",Recipe,AN,11-577 ,Recalculated in 2013,,17.3,0.66,4.0,11.1,61.5,349,1474,11.8,,49.6,17.3,,15.4,13.7,3.1,0.1,0.4,1.5,N,,6.48,,,,,,,,2.90,,,,0.54,,,,,,0.34,66.1,Unknown,Unknown
11-991,"Cake, fruit, rich, iced, homemade",With marzipan and royal icing. Recipe,AN,11-578 ,Recalculated in 2013,,15.1,0.63,3.7,9.6,67.0,355,1501,8.1,,58.9,12.9,,11.0,32.4,2.6,0.1,0.2,1.3,N,,4.53,,,,,,,,3.26,,,,0.88,,,,,,0.23,44.5,Unknown,Unknown
11-1072,"Cake, fruit, wholemeal, homemade",Recipe,AN,11-579 ,Updated 2014,,22.5,0.98,5.8,14.1,52.4,366,1540,23.2,,29.2,5.6,,5.3,17.2,0.4,0.4,,2.4,N,,4.59,,,,,,,,6.09,,,,2.33,,,,,,0.03,45.9,Unknown,Unknown
11-1090,"Cake, lardy, homemade",Recipe,AN,11-645 ,Updated 2014,,22.6,1.16,6.7,15.7,53.7,369,1554,43.8,,10.0,Tr,,Tr,7.7,0.1,1.7,,1.8,2.3,,6.44,,,,,,,,6.52,,,,1.59,,,,,,0.04,15.5,Unknown,Unknown
11-833,"Cake, loaf, retail","7 samples, 2 products, including ginger and golden syrup",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,21.7,0.58,3.3,11.0,56.2,323,1362,22.7,,33.5,10.2,Tr,6.8,13.6,2.9,Tr,0.0,1.5,1.4,30.10,3.16,15.57,1.65,3.88,0.41,48.30,5.05,48.51,5.07,19.50,2.05,19.50,2.05,30.06,3.15,0.04,0.01,0.20,0.02,7.8,Unknown,Unknown
11-957,"Cake, sponge, fatless, homemade",Not filled recipe,AN,11-581 ,As MW6. Recalculated in 2013.,,31.9,1.64,9.9,5.6,53.9,292,1240,23.3,,30.6,Tr,0.0,Tr,30.6,0.0,0.0,0.0,1.0,1.2,,1.59,,,,,,,,2.06,,,,0.90,,,,,,0.01,203.0,Unknown,Unknown
11-956,"Cake, sponge, homemade",Not filled. Recipe,AN,11-580 ,Updated 2014,,14.6,1.05,6.4,26.4,53.1,463,1935,22.8,,30.3,Tr,,Tr,30.1,0.0,0.2,0.0,0.9,1.1,,15.69,,,,,,,,7.01,,,,1.34,,,,,,0.82,160.7,Unknown,Unknown
11-832,"Cake, sponge, soft iced, retail","10 samples, 8 products, including angel cake, Madeira and lemon drizzle",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,21.6,0.84,4.8,15.8,55.0,368,1546,16.0,,39.0,Tr,Tr,Tr,35.5,3.5,Tr,0.0,1.9,1.3,41.10,6.21,16.95,2.57,3.26,0.50,37.10,5.55,37.48,5.60,20.30,3.07,20.30,3.07,40.84,6.18,0.26,0.03,0.40,0.06,36.0,Unknown,Unknown
11-1118,"Cake, sponge, with butter icing, homemade",Recipe,AN,11-647 ,Updated 2014,,12.8,0.75,4.5,27.3,56.2,476,1991,16.2,,40.0,Tr,,Tr,39.8,0.0,0.2,0.2,0.6,0.8,,16.57,,,,,,,,7.15,,,,1.24,,,,,,0.88,135.4,Unknown,Unknown
11-532,"Cake, sponge, with dairy cream and jam, frozen","10 samples, 8 brands",AN,11-215 ,"ADAS Laboratories, Nutrient analysis of ice creams and desserts, 1999",,38.4,0.69,4.3,10.9,43.9,280,1179,18.6,1.0,24.3,3.0,Tr,0.7,18.1,1.6,0.9,0.0,Tr,2.7,,N,,,,,,,,N,,,,N,,,,,,N,58.6,Unknown,Unknown
11-831,"Cake, sponge, with jam and butter cream, retail","10 samples, 8 products, including sandwich and Swiss roll",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011; and industry data, 2013",,22.2,0.64,3.7,14.8,55.1,354,1492,17.5,,37.6,3.5,Tr,1.0,28.2,4.9,Tr,,1.4,1.2,49.80,6.96,8.24,1.16,2.40,0.36,34.70,4.54,36.88,4.85,10.90,1.50,10.90,1.52,48.27,6.76,1.53,0.20,2.20,0.31,76.0,Unknown,Unknown
11-1125,"Cake, Swiss roll, homemade",Recipe,AN,11-648 ,Updated 2014,,31.0,1.22,7.4,4.2,58.4,286,1214,16.2,,42.2,6.6,,3.6,30.0,2.0,0.0,,0.7,0.8,,1.18,,,,,,,,1.53,,,,0.67,,,,,,Tr,151.1,Unknown,Unknown
11-834,"Cake, Swiss rolls, chocolate covered and filled, retail","10 samples, 5 products, including large, individual and bite-sized rolls",AN,11-533 ,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,13.4,0.79,4.5,22.7,51.0,414,1733,9.8,,41.2,4.1,Tr,Tr,33.8,3.4,Tr,0.0,1.7,3.1,54.40,11.68,6.68,1.45,1.53,0.35,35.10,7.34,35.98,7.53,8.40,1.77,8.40,1.79,53.78,11.55,0.62,0.13,0.90,0.19,43.8,Unknown,Unknown
11-840,Cakes from 'healthy eating' ranges,"10 samples, 7 products, including carrot, lemon and apple slices",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011; and industry data, 2013",,24.0,0.57,3.3,2.5,58.8,257,1091,11.4,,47.4,2.8,Tr,1.7,41.9,1.0,Tr,0.0,1.7,2.6,50.60,1.22,15.66,0.38,2.46,0.06,29.60,0.71,29.63,0.72,18.50,0.45,18.50,0.45,50.55,1.22,0.05,Tr,Tr,Tr,19.4,Unknown,Unknown
11-990,"Cakes, crispie, homemade",Chocolate recipe,AN,11-576 ,Recalculated in 2013,,1.6,0.89,5.5,18.0,73.7,460,1938,30.7,Tr,43.0,0.4,,0.4,42.2,Tr,0.1,,2.1,N,10.09,10.64,18.39,0.71,0.90,0.05,31.08,5.67,10.16,5.73,19.25,0.76,16.85,0.74,49.44,10.61,0.05,Tr,0.20,0.03,3.8,Unknown,Unknown
11-839,"Cakes, fancy iced, individual, retail","10 samples, 8 products, including French and fondant fancies, cup cakes, fairy cakes, angel and lemon slices",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,18.4,0.58,3.3,16.8,57.6,381,1600,13.5,,44.1,1.5,Tr,Tr,40.5,2.1,Tr,0.0,0.9,1.1,35.60,5.86,15.85,2.55,4.70,0.76,41.60,6.65,43.34,6.69,20.60,3.31,20.60,3.31,36.40,5.84,0.10,0.02,0.20,0.04,31.1,Unknown,Unknown
11-838,"Eccles cakes, retail","10 samples, 6 products",AN,11-589 ,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,17.6,0.77,4.4,18.3,48.8,365,1532,14.7,,34.0,10.8,Tr,15.4,3.3,4.5,Tr,0.0,2.0,3.6,53.80,9.40,8.25,1.46,1.56,0.28,34.10,5.78,35.09,5.96,9.90,1.74,9.90,1.74,44.74,9.26,9.06,0.14,1.00,0.17,22.9,Unknown,Unknown
11-526,"Gateau, chocolate based, frozen","11 samples, including Black Forest gateau.",AN,11-421 ,"RHM, Nutrient content of selected foods, 1995; fatty acid data from Fatty Acids Supplement (1998) 11-421",,43.1,0.55,3.5,15.7,37.2,295,1236,17.6,2.2,17.4,2.4,,1.8,11.5,0.7,0.9,0.0,1.0,N,69.45,10.30,6.93,1.03,1.11,0.16,23.84,3.54,25.14,3.73,6.64,0.97,7.90,1.17,59.90,8.89,2.71,0.40,3.29,0.38,55.7,Unknown,Unknown
11-530,"Gateau, fruit, frozen","10 samples; fruit and cream sponge including strawberry, orange and lemon and tropical fruit",AN,11-420 ,"RHM, Nutrient content of selected foods, 1995; fats from Fatty Acids Supplement (1998) 11-420",,51.9,0.50,3.2,12.3,33.3,248,1042,17.8,0.6,14.9,2.0,,1.5,10.1,0.5,0.7,0.0,0.9,N,67.92,7.89,6.93,0.81,1.11,0.13,26.67,2.77,27.88,3.24,8.10,0.94,9.48,1.10,59.90,6.69,2.71,0.31,2.59,0.30,52.5,Unknown,Unknown
11-1079,"Gingerbread, homemade",Recipe,AN,11-644 ,Updated 2014,,17.8,0.96,5.6,11.3,65.9,371,1569,31.3,,34.7,6.0,,6.0,22.1,Tr,0.5,,1.2,1.7,,3.74,,,,,,,,4.87,,,,1.80,,,,,,0.03,46.9,Unknown,Unknown
11-828,"Iced buns, retail","10 samples, 7 products",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,24.4,1.05,6.0,7.8,60.8,322,1364,35.0,,25.8,6.4,Tr,7.0,11.4,1.0,Tr,0.0,3.2,2.5,48.40,3.62,13.76,1.03,3.54,0.26,33.30,2.49,33.30,2.49,17.40,1.30,17.40,1.30,48.36,3.61,0.04,0.01,Tr,Tr,4.7,Unknown,Unknown
11-1094,"Muffins, American style, chocolate chip, homemade",Recipe,AN,11-608 ,Based on generic recpe'.  Updated 2014,,22.1,1.05,6.3,17.5,53.6,384,1613,25.3,,28.2,Tr,,Tr,27.0,0.0,1.2,,1.6,1.3,,10.37,,,,,,,,5.00,,,,0.84,,,,,,0.33,62.2,Unknown,Unknown
11-737,"Muffins, American, chocolate, retail","10 samples, 9 products",AN,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,18.6,0.97,5.5,25.4,49.5,436,1825,18.4,0.2,30.9,0.6,Tr,0.1,28.3,0.4,1.5,0.0,0.8,1.0,19.88,4.83,18.78,4.57,7.90,1.92,52.55,12.77,53.30,12.95,26.68,6.48,26.68,6.48,19.88,4.83,Tr,Tr,0.71,0.17,44.8,Unknown,Unknown
11-738,"Muffins, American, not chocolate, retail","10 samples, 10 products, including blueberry, cherry, toffee",AN,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,24.6,0.87,5.0,19.5,47.8,375,1571,19.8,0.3,27.7,1.0,Tr,0.7,24.3,0.9,0.9,0.0,1.0,1.8,12.91,2.40,21.60,4.02,9.10,1.69,53.84,10.01,55.25,10.30,30.70,5.71,30.70,5.71,12.91,2.40,Tr,Tr,1.27,0.24,46.4,Unknown,Unknown
11-1109,"Rock cakes, homemade",Recipe,AN,11-646 ,Updated 2014,,16.1,0.90,5.3,14.8,61.8,386,1627,29.8,,32.0,6.2,,6.0,19.2,0.0,0.4,,1.6,1.4,,4.90,,,,,,,,6.48,,,,2.36,,,,,,0.03,34.1,Unknown,Unknown
11-827,"Scones, plain, retail","10 samples, 7 products",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,23.2,1.25,7.2,12.3,55.2,346,1459,42.5,,12.7,0.9,Tr,Tr,10.4,Tr,1.5,0.0,2.3,2.2,54.80,6.37,8.35,0.98,1.71,0.21,30.50,3.33,32.31,3.54,10.20,1.18,10.20,1.19,53.35,6.19,1.45,0.18,1.80,0.21,35.4,Unknown,Unknown
11-837,"Shortcake, caramel, chocolate covered, retail","10 samples, 7 products",AN,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,8.5,0.83,4.7,27.3,53.6,466,1948,17.4,,36.2,1.8,Tr,2.0,27.8,3.1,1.6,0.0,1.3,2.3,58.20,15.18,6.65,1.74,0.96,0.26,32.20,8.15,33.09,8.39,7.70,2.00,7.73,2.00,57.58,15.03,0.62,0.15,0.90,0.24,23.0,Unknown,Unknown
11-1131,"Welsh cakes, homemade",Recipe,AN,11-649 ,Updated 2014,,12.4,0.94,5.5,17.8,61.9,432,1816,30.2,,31.5,5.1,,4.9,20.8,0.0,0.6,,1.5,1.7,,10.80,,,,,,,,4.55,,,,0.78,,,,,,0.57,73.3,Unknown,Unknown
