Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Food_Category,Super_Category
18-354,"Turkey, mince, stewed",5 samples,MCO,273,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,65.3,4.58,28.6,6.8,0.0,176,739,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.50,2.00,29.70,1.92,3.13,0.20,33.69,2.18,34.50,2.20,32.59,2.11,32.90,2.10,30.13,1.95,0.39,0.03,1.10,0.07,120.0,Unknown,Unknown
18-360,"Turkey, self-basting, light meat, roasted",9 samples,MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,64.2,5.07,31.7,4.0,0.0,163,688,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32.60,1.20,,,,,,,39.70,1.50,,,25.70,1.00,,,,,5.20,0.20,78.0,Unknown,Unknown
18-362,"Turkey, skin, dry, roasted",10 samples,MCO,,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,29.5,3.06,29.9,40.2,0.0,481,1995,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.90,13.20,,,,,,,41.00,15.60,,,23.20,8.80,,,,,1.70,0.60,290.0,Unknown,Unknown
18-363,"Turkey, skin, moist, roasted",18 samples,MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,45.7,3.46,21.6,31.7,0.0,372,1542,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,34.90,10.50,,,,,,,41.00,12.30,,,23.20,7.00,,,,,1.70,0.50,210.0,Unknown,Unknown
18-351,"Turkey, skin, raw",21 samples,MCO,269,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,53.4,2.24,14.0,30.7,0.0,332,1374,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,34.90,10.10,20.07,5.83,3.13,0.90,39.63,11.51,41.00,11.90,22.88,6.64,23.20,6.70,34.34,9.97,0.53,0.15,1.71,0.50,135.0,Unknown,Unknown
18-357,"Turkey, strips, stir-fried in corn oil",8 samples; skinless,MCO,,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,64.4,4.96,31.0,4.5,0.0,164,692,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,N,,,,,,,N,N,,,N,N,,,,,N,N,72.0,Unknown,Unknown
18-355,"Turkey, thighs, diced, casseroled, meat only",8 samples; skinless,MCO,274,"Reviewed 2013. LGC, Nutrient analysis of chicken and turkey, 1994-1995",,64.5,4.54,28.3,7.5,0.0,181,760,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.00,2.50,23.02,1.63,2.29,0.16,36.49,2.59,37.40,2.70,25.16,1.79,25.40,1.80,34.52,2.45,0.48,0.03,1.15,0.08,120.0,Unknown,Unknown
18-352,"Turkey, whole, raw","Calculated from 49% light meat, 39% dark meat and 13% skin",MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,72.6,3.46,21.6,5.2,0.0,133,560,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.60,1.70,,,,,,,39.10,1.90,,,24.60,1.20,,,,,1.00,Tr,78.0,Unknown,Unknown
18-353,"Turkey, whole, raw, weighed with bone",Calculated from 18-352,MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,50.8,2.42,15.1,3.6,0.0,93,390,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.60,1.10,,,,,,,39.10,1.30,,,24.60,0.80,,,,,1.00,Tr,55.0,Unknown,Unknown
18-367,"Turkey, whole, roasted, meat and skin","Calculated from 47% light meat, 45% dark meat and 8% skin from fresh, frozen and self-basting turkey",MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,62.1,4.94,30.9,7.4,0.0,190,799,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.20,2.30,,,,,,,39.00,2.70,,,25.30,1.80,,,,,1.90,0.10,115.0,Unknown,Unknown
18-368,"Turkey, whole, roasted, meat and skin, weighed with bone",Calculated from 18-367,MCO,,"LGC, Nutrient analysis of chicken and turkey, 1994-1995",,40.4,3.22,20.1,4.8,0.0,124,519,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.20,1.50,,,,,,,39.00,1.80,,,25.30,1.10,,,,,1.90,0.10,74.0,Unknown,Unknown
