Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Food_Category,Super_Category
11-1078,"Pie, fruit, with pie filling, homemade",recipe,AS,11-703 ,Updated 2014,,48.5,0.55,3.2,16.4,31.1,277,1157,23.0,,8.1,2.9,,2.9,2.0,0.3,Tr,,1.5,1.8,,N,,,,,,,,N,,,,N,,,,,,0.01,1.0,Unknown,Unknown
11-548,"Pie, lemon meringue, retail","8 samples, 4 brands. Fresh and frozen",AS,11-316 50-161 ,"ADAS Laboratories, Nutrient analysis of ice creams and desserts, 1999",,42.1,0.46,2.9,8.5,43.5,251,1060,13.6,0.6,29.3,4.5,Tr,3.4,20.0,1.0,0.4,0.0,0.7,N,38.00,3.09,,,,,37.80,3.07,43.20,3.51,18.10,1.47,18.40,1.50,,,,,5.70,0.46,12.2,Unknown,Unknown
11-1037,"Pudding, bread and butter, homemade",Recipe,AS,11-691 ,Updated 2014,,69.3,1.02,6.3,5.3,17.0,137,576,4.6,,12.4,1.6,,1.5,4.7,0.3,4.2,,0.3,0.3,,2.11,,,,,,,,1.92,,,,0.64,,,,,,0.07,68.7,Unknown,Unknown
11-1051,"Pudding, Christmas, homemade",Recipe,AS,11-692 ,Updated 2014,,24.0,0.86,5.0,9.8,54.6,316,1332,20.8,,33.8,N,,N,N,1.8,Tr,0.3,N,N,,N,,,,,,,,N,,,,N,,,,,,0.33,41.2,Unknown,Unknown
11-1022,"Pudding, Christmas, retail","10 samples, 4 brands",AS,11-291 ,"Cereals and Cereal Products Supplement, 1988; and industry data, 2013",,29.1,0.53,3.0,6.9,56.3,285,1207,10.1,,46.2,20.3,,20.8,3.5,1.5,0.1,0.0,N,4.0,,3.57,,,,,,,,2.40,,,,0.35,,,,,,Tr,36.0,Unknown,Unknown
11-1065,"Pudding, Eve's pudding, homemade",Recipe using apples only,AS,11-696 ,"Proportions derived from dissection of samples, using apples only. Updated 2014",,51.0,0.54,3.3,13.4,31.4,252,1052,11.4,,20.0,1.0,,3.0,15.9,0.0,0.1,,1.1,1.4,,7.88,,,,,,,,3.52,,,,0.74,,,,,,0.41,80.4,Unknown,Unknown
11-1097,"Pudding, Queen of Puddings, homemade",Recipe,AS,11-705 ,Updated 2014,,51.7,0.81,5.0,7.6,34.2,195,821,6.8,,27.5,2.5,,1.4,21.3,1.1,2.2,,N,N,,4.08,,,,,,,,2.11,,,,0.45,,,,,,0.20,81.4,Unknown,Unknown
11-1021,"Pudding, sponge, canned",10 assorted samples of the same brand,AS,11-549 ,Analytical data 1988 and 1992.,,35.3,0.54,3.1,9.1,45.4,265,1116,19.6,,25.8,4.6,,3.8,14.9,2.0,0.6,0.0,0.8,N,57.24,4.98,5.24,0.46,0.49,0.04,28.12,2.45,34.14,2.97,4.45,0.39,5.98,0.52,27.26,4.98,1.54,0.13,N,N,32.0,Unknown,Unknown
11-1119,"Pudding, sponge, homemade",Recipe,AS,11-706 ,Updated 2014,,34.1,0.96,5.7,14.6,46.2,327,1376,27.7,,18.5,Tr,,Tr,18.0,0.0,0.5,,1.2,1.4,,4.82,,,,,,,,6.37,,,,2.33,,,,,,0.03,61.8,Unknown,Unknown
11-1120,"Pudding, sponge, with dried fruit, homemade",Recipe,AS,11-707 ,Updated 2014,,29.5,0.92,5.5,13.4,50.5,332,1397,25.3,,25.2,4.1,,4.1,16.5,0.0,0.4,,1.3,N,,4.24,,,,,,,,5.61,,,,2.05,,,,,,0.03,56.5,Unknown,Unknown
11-1121,"Pudding, sponge, with jam or treacle, homemade",Recipe,AS,11-708 ,Updated 2014,,30.7,0.89,5.3,13.3,51.1,333,1401,25.3,,25.8,3.0,,2.3,19.5,0.5,0.4,,1.1,1.2,,4.41,,,,,,,,5.82,,,,2.13,,,,,,0.03,56.5,Unknown,Unknown
11-1122,"Pudding, spotted dick, homemade",Recipe,AS,11-709 ,Updated 2014,,29.7,0.78,4.5,16.1,48.3,344,1447,29.2,,19.1,3.0,,3.0,11.1,0.7,1.3,,1.2,N,,9.02,,,,,,,,5.42,,,,0.42,,,,,,0.71,15.8,Unknown,Unknown
11-1124,"Pudding, suet, homemade",Recipe,AS,11-710 ,Updated 2014,,31.0,0.82,4.8,17.6,46.4,352,1476,31.9,,14.5,0.1,,0.1,12.1,0.8,1.4,,1.1,N,,9.88,,,,,,,,5.93,,,,0.46,,,,,,0.78,17.4,Unknown,Unknown
11-915,"Sevyian, homemade","6 samples, dessert made from vermicelli and milk",AS,11-676 ,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",,69.6,0.61,3.8,3.1,20.2,119,503,6.6,,13.6,0.5,0.0,0.5,8.3,0.0,4.3,0.0,Tr,1.0,,1.86,,,,,,,,0.78,,,,0.18,,,,,,0.06,23.0,Unknown,Unknown
11-919,"Strudel, fruit filled, retail, frozen","12 samples, 7 products",AS,,"ADAS Laboratories, Nutrient analysis of ice creams and desserts, 1999",,47.6,0.48,2.7,13.5,29.1,241,1011,18.4,0.1,10.6,3.2,Tr,4.3,2.6,0.5,Tr,0.0,1.0,5.4,40.70,5.02,10.70,1.32,3.30,0.41,39.20,4.84,45.00,5.55,13.70,1.69,13.90,1.72,40.70,5.02,Tr,Tr,6.10,0.75,4.8,Unknown,Unknown
11-1028,"Tart, bakewell, homemade",Recipe,AS,11-685 ,Updated 2014,,19.9,1.23,6.9,30.4,40.8,454,1894,18.1,,22.7,3.6,,1.9,16.0,1.2,Tr,,1.8,1.5,,8.80,,,,,,,,14.93,,,,4.99,,,,,,0.03,45.9,Unknown,Unknown
11-845,"Tarts, bakewell, iced, retail","10 samples, 7 products, including large, slices and individual cherry bakewells",AS,11-426 ,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,14.9,0.55,3.1,16.8,65.9,411,1729,20.7,,45.2,3.5,Tr,1.1,35.5,5.2,Tr,0.0,1.1,1.1,43.20,6.94,12.65,2.03,3.36,0.54,40.10,6.42,40.21,6.43,16.00,2.58,16.00,2.58,43.16,6.94,0.04,0.01,0.10,0.02,3.6,Unknown,Unknown
11-1126,"Treacle tart, homemade",Recipe,AS,11-602 ,Updated 2014,,19.8,0.67,3.8,15.9,59.2,380,1599,25.4,,33.8,9.8,,9.6,13.7,0.6,Tr,,N,1.7,,5.84,,,,,,,,6.63,,,,2.42,,,,,,0.01,1.0,Unknown,Unknown
